DateTime,Rainfall
1900-02-22 05:00:00,0.07
1900-02-22 06:00:00,0.01
1900-02-22 07:00:00,0.04
1900-02-22 21:00:00,0
1900-02-22 22:00:00,0.03
1900-03-01 01:00:00,0.03
1900-03-01 07:00:00,0.01
1900-03-01 08:00:00,0.01
1900-03-01 09:00:00,0.01
1900-03-01 10:00:00,0.05
1900-03-01 11:00:00,0.01
1900-03-01 12:00:00,0.02
1900-03-01 13:00:00,0.12
1900-03-01 17:00:00,0.01
1900-03-05 02:00:00,0.02
1900-03-06 07:00:00,0.15
1900-03-06 08:00:00,0.06
1900-03-06 09:00:00,0.08
1900-03-06 10:00:00,0.04
1900-03-06 11:00:00,0.18
1900-03-06 12:00:00,0.05
1900-03-06 13:00:00,0.03
1900-03-06 14:00:00,0.02
1900-03-09 22:00:00,0.03
1900-03-09 23:00:00,0.05
1900-03-15 09:00:00,0.08
1900-03-16 00:00:00,0.01
1900-03-16 01:00:00,0.2
1900-03-16 08:00:00,0.01
1900-03-19 11:00:00,0.05
1900-03-19 12:00:00,0.37
1900-03-19 16:00:00,0.1
1900-03-19 17:00:00,0.01
1900-03-19 18:00:00,0.06
1900-03-19 19:00:00,0.1
1900-03-19 20:00:00,0.01
1900-03-19 21:00:00,0.21
1900-03-19 22:00:00,0.01
1900-03-26 19:00:00,0.02
1900-03-26 20:00:00,0.03
1900-03-26 21:00:00,0.04
1900-03-29 23:00:00,0.01
1900-03-30 00:00:00,0.24
1900-03-30 01:00:00,0.02
1900-03-30 02:00:00,0.03
1900-03-30 03:00:00,0.1
1900-03-30 04:00:00,0.02
1900-03-30 05:00:00,0.05
1900-03-30 19:00:00,0.02
1900-03-30 20:00:00,0
1900-03-30 21:00:00,0.03
1900-03-30 22:00:00,0.03
1900-03-30 23:00:00,0.02
1900-03-31 06:00:00,0.03
1900-03-31 07:00:00,0.21
1900-03-31 08:00:00,0.01
1900-04-01 01:00:00,0.01
1900-04-11 21:00:00,0.01
1900-04-11 23:00:00,0.14
1900-04-12 00:00:00,0.01
1900-04-12 01:00:00,0.02
1900-04-12 02:00:00,0.14
1900-04-12 03:00:00,0.02
1900-04-12 04:00:00,0.04
1900-04-12 05:00:00,0.59
1900-04-12 06:00:00,0.13
1900-04-12 07:00:00,0.04
1900-04-12 08:00:00,0.02
1900-04-12 09:00:00,0
1900-04-17 04:00:00,0.01
1900-04-17 05:00:00,0.25
1900-04-17 06:00:00,0
1900-04-17 07:00:00,0.02
1900-04-17 08:00:00,0.15
1900-04-17 09:00:00,0.65
1900-04-17 10:00:00,0.06
1900-04-17 11:00:00,0.02
1900-04-17 12:00:00,0.09
1900-04-18 00:00:00,0.01
1900-04-18 01:00:00,0.02
1900-04-18 03:00:00,0.11
1900-04-18 04:00:00,0.02
1900-04-18 13:00:00,0.01
1900-04-18 14:00:00,0.02
1900-04-18 15:00:00,0.02
1900-04-18 17:00:00,0.16
1900-04-18 18:00:00,0.04
1900-04-18 20:00:00,0
1900-04-18 21:00:00,0.01
1900-04-18 22:00:00,0.08
1900-04-18 23:00:00,0.04
1900-04-19 00:00:00,0.01
1900-04-19 01:00:00,0.04
1900-04-19 02:00:00,0.03
1900-04-19 03:00:00,0.28
1900-04-19 04:00:00,0
1900-04-19 05:00:00,0.02
1900-04-19 06:00:00,0.5
1900-04-21 17:00:00,0.11
1900-04-21 18:00:00,0.03
1900-04-21 19:00:00,0.06
1900-04-21 21:00:00,0.01
1900-04-21 23:00:00,0.07
1900-04-22 01:00:00,0.06
1900-04-22 02:00:00,0.04
1900-04-22 03:00:00,0.21
1900-05-01 01:00:00,0.04
1900-05-03 18:00:00,0.02
1900-05-03 19:00:00,0.06
1900-05-03 20:00:00,0.03
1900-05-03 22:00:00,0.02
1900-05-08 23:00:00,0.08
1900-05-09 00:00:00,0.03
1900-05-09 11:00:00,0.02
1900-05-09 12:00:00,0
1900-05-09 13:00:00,0.05
1900-05-09 15:00:00,0.02
1900-05-11 19:00:00,0.07
1900-05-11 20:00:00,0
1900-05-11 23:00:00,0
1900-05-12 01:00:00,0.36
1900-05-18 11:00:00,0.13
1900-05-18 16:00:00,0.06
1900-05-18 17:00:00,0.01
1900-05-18 18:00:00,0.03
1900-05-18 23:00:00,0.1
1900-05-19 00:00:00,0.04
1900-05-19 01:00:00,0.02
1900-05-19 02:00:00,0.02
1900-05-19 05:00:00,0
1900-05-19 06:00:00,0.04
1900-05-19 07:00:00,0.02
1900-05-19 09:00:00,0
1900-05-19 10:00:00,0.15
1900-05-19 11:00:00,0.02
1900-05-19 12:00:00,0
1900-05-19 13:00:00,0.04
1900-05-19 14:00:00,0
1900-05-19 15:00:00,0.03
1900-05-19 16:00:00,0.03
1900-05-19 17:00:00,0.01
1900-05-19 18:00:00,0.04
1900-05-19 19:00:00,0.01
1900-05-24 18:00:00,0.11
1900-05-24 19:00:00,0.02
1900-05-24 20:00:00,0.16
1900-05-24 21:00:00,0.03
1900-05-24 23:00:00,0.03
1900-05-25 00:00:00,0.01
1900-05-25 01:00:00,0.05
1900-05-25 02:00:00,0.05
1900-05-25 03:00:00,0.06
1900-05-25 04:00:00,0.04
1900-05-25 05:00:00,0.01
1900-05-25 06:00:00,0.06
1900-05-25 07:00:00,0.04
1900-05-25 08:00:00,0.01
1900-05-25 13:00:00,0.11
1900-05-25 15:00:00,0
1900-05-25 16:00:00,0.13
1900-06-01 01:00:00,0.29
1900-06-02 17:00:00,0.01
1900-06-02 18:00:00,0.21
1900-06-02 19:00:00,0.04
1900-06-08 16:00:00,0.01
1900-06-08 18:00:00,0.03
1900-06-08 19:00:00,0
1900-06-13 01:00:00,0.15
1900-06-13 23:00:00,0.04
1900-06-14 02:00:00,0.06
1900-06-14 05:00:00,0.23
1900-06-14 18:00:00,0.1
1900-06-14 19:00:00,0.03
1900-06-14 20:00:00,0
1900-06-15 04:00:00,0
1900-06-16 19:00:00,0.02
1900-06-16 23:00:00,0.01
1900-06-17 00:00:00,0.02
1900-06-17 01:00:00,0.33
1900-06-17 02:00:00,0.01
1900-06-17 03:00:00,0
1900-06-17 04:00:00,0.09
1900-06-17 05:00:00,0.06
1900-06-17 06:00:00,0.04
1900-06-17 07:00:00,0.01
1900-06-17 08:00:00,0.05
1900-06-17 09:00:00,0.11
1900-06-17 10:00:00,0.01
1900-06-17 11:00:00,0.56
1900-06-17 12:00:00,0.01
1900-06-17 13:00:00,0.11
1900-06-17 14:00:00,0.01
1900-06-17 15:00:00,0.18
1900-06-27 20:00:00,0.05
1900-06-27 21:00:00,0
1900-06-28 21:00:00,0.02
1900-06-30 00:00:00,0
1900-06-30 01:00:00,0.08
1900-07-01 01:00:00,0.03
1900-07-03 20:00:00,0.05
1900-07-03 21:00:00,0.04
1900-07-04 15:00:00,0.01
1900-07-05 22:00:00,0.01
1900-07-05 23:00:00,0.11
1900-07-07 20:00:00,0.02
1900-07-07 21:00:00,0.12
1900-07-08 16:00:00,0
1900-07-08 17:00:00,0.09
1900-07-12 18:00:00,0.05
1900-07-12 19:00:00,0.17
1900-07-12 21:00:00,0
1900-07-12 22:00:00,0
1900-07-12 23:00:00,0.1
1900-07-20 07:00:00,0.02
1900-07-21 17:00:00,0.01
1900-07-23 19:00:00,0.05
1900-07-23 20:00:00,0.02
1900-07-23 21:00:00,0.15
1900-07-25 02:00:00,0.03
1900-07-25 19:00:00,0.07
1900-07-26 03:00:00,0.01
1900-07-26 07:00:00,0.02
1900-07-26 09:00:00,0.05
1900-07-26 10:00:00,0.02
1900-07-26 11:00:00,0.07
1900-07-26 14:00:00,0.17
1900-07-26 15:00:00,0.15
1900-07-30 08:00:00,0.05
1900-07-30 09:00:00,0.02
1900-07-30 10:00:00,0
1900-07-30 11:00:00,0.15
1900-07-30 12:00:00,0.04
1900-07-30 13:00:00,0.02
1900-07-30 14:00:00,0.01
1900-07-30 15:00:00,0.01
1900-07-30 16:00:00,0
1900-07-30 17:00:00,0.22
1900-08-01 01:00:00,0
1900-08-06 22:00:00,0
1900-08-07 21:00:00,0.05
1900-08-12 22:00:00,0.01
1900-08-16 03:00:00,0.01
1900-08-16 04:00:00,0.01
1900-08-16 05:00:00,0.01
1900-08-17 03:00:00,0.11
1900-08-18 17:00:00,0
1900-08-18 18:00:00,0.01
1900-08-18 19:00:00,0.1
1900-08-20 06:00:00,0
1900-08-20 16:00:00,0.05
1900-08-20 17:00:00,0.18
1900-08-21 19:00:00,0
1900-08-22 11:00:00,0.05
1900-08-22 12:00:00,0.23
1900-08-22 13:00:00,0
1900-08-22 14:00:00,0.05
1900-08-22 17:00:00,0.09
1900-08-23 22:00:00,0.01
1900-08-24 00:00:00,0.02
1900-08-24 02:00:00,0.01
1900-08-24 05:00:00,0.16
1900-08-24 06:00:00,0.01
1900-08-24 07:00:00,0.04
1900-08-24 20:00:00,0.02
1900-08-24 21:00:00,0.1
1900-08-24 22:00:00,0.02
1900-08-26 15:00:00,0.03
1900-08-26 16:00:00,0.03
1900-08-28 01:00:00,0.03
1900-09-01 01:00:00,0.01
1900-09-15 17:00:00,0.2
1900-09-15 18:00:00,0.03
1900-09-15 19:00:00,0.12
1900-09-15 20:00:00,0.06
1900-09-15 21:00:00,0.12
1900-09-15 22:00:00,0.18
1900-09-15 23:00:00,0
1900-09-16 00:00:00,0.01
1900-09-16 01:00:00,0.01
1900-09-16 02:00:00,0.01
1900-09-16 03:00:00,0.06
1900-09-16 04:00:00,0
1900-09-16 05:00:00,0.11
1900-09-30 06:00:00,0
1900-09-30 07:00:00,0.03
1900-09-30 08:00:00,0.02
1900-09-30 09:00:00,0.08
1900-09-30 10:00:00,0
1900-09-30 11:00:00,0.01
1900-09-30 12:00:00,0.01
1900-09-30 13:00:00,0.01
1900-09-30 14:00:00,0.11
1900-09-30 15:00:00,0
1900-09-30 16:00:00,0.33
1900-09-30 17:00:00,0
1900-09-30 18:00:00,0.03
1900-09-30 19:00:00,0
1900-10-01 01:00:00,0.3
1900-10-05 12:00:00,0.04
1900-10-07 06:00:00,0.06
1900-10-07 08:00:00,0.05
1900-10-08 05:00:00,0.01
1900-10-08 06:00:00,0
1900-10-08 07:00:00,0.02
1900-10-08 15:00:00,0.01
1900-10-08 16:00:00,0.01
1900-10-08 17:00:00,0.02
1900-10-08 19:00:00,0
1900-10-08 20:00:00,0.03
1900-10-09 00:00:00,0.04
1900-10-09 01:00:00,0
1900-10-09 02:00:00,0.08
1900-10-09 07:00:00,0.01
1900-10-09 08:00:00,0.03
1900-10-09 09:00:00,0.04
1900-10-09 10:00:00,0.02
1900-10-13 20:00:00,0.02
1900-10-13 21:00:00,0.05
1900-10-13 22:00:00,0.12
1900-10-14 01:00:00,0.06
1900-10-14 02:00:00,0
1900-10-14 03:00:00,0.19
1900-10-14 04:00:00,0.04
1900-10-14 09:00:00,0
1900-10-14 10:00:00,0.05
1900-10-16 17:00:00,0.03
1900-10-23 21:00:00,0.01
1900-10-23 22:00:00,0.05
1900-10-23 23:00:00,0.01
1900-10-24 00:00:00,0.04
1900-10-24 01:00:00,0.01
1900-10-24 03:00:00,0.06
1900-10-24 04:00:00,0.12
1900-10-27 22:00:00,0.04
1900-10-27 23:00:00,0.04
1900-10-30 23:00:00,0.01
1900-10-31 01:00:00,0.1
1900-10-31 02:00:00,0.02
1900-11-01 01:00:00,0.1
1900-11-02 00:00:00,0
1900-11-02 01:00:00,0
1900-11-02 02:00:00,0.07
1900-11-03 04:00:00,0.12
1900-11-03 05:00:00,0.14
1900-11-03 06:00:00,0.09
1900-11-03 07:00:00,0.1
1900-11-03 08:00:00,0.01
1900-11-03 09:00:00,0.13
1900-11-03 10:00:00,0.03
1900-11-03 11:00:00,0.01
1900-11-03 12:00:00,0
1900-11-03 13:00:00,0.02
1900-11-03 14:00:00,0.08
1900-11-03 15:00:00,0.58
1900-11-03 16:00:00,0.08
1900-11-03 17:00:00,0.07
1900-11-07 22:00:00,0.04
1900-11-08 03:00:00,0.01
1900-11-08 17:00:00,0.02
1900-11-08 18:00:00,0.19
1900-11-08 19:00:00,0.03
1900-11-09 00:00:00,0.04
1900-11-09 01:00:00,0.01
1900-11-09 02:00:00,0.03
1900-11-09 03:00:00,0.15
1900-11-09 04:00:00,0.14
1900-11-09 05:00:00,0.21
1900-11-09 06:00:00,0.06
1900-11-09 07:00:00,0.03
1900-11-24 21:00:00,0.14
1900-11-24 22:00:00,0.02
1900-11-24 23:00:00,0.12
1900-11-25 00:00:00,0.04
1900-11-25 02:00:00,0.02
1900-11-25 04:00:00,0.05
1900-11-25 05:00:00,0.12
1900-11-25 07:00:00,0.25
1900-11-25 08:00:00,0.02
1900-11-25 09:00:00,0.36
1900-11-25 10:00:00,0.23
1900-11-25 17:00:00,0.02
1900-11-25 20:00:00,0.01
1900-11-25 21:00:00,0.05
1900-11-25 22:00:00,0.03
1900-11-25 23:00:00,0.12
1900-11-26 00:00:00,0.22
1900-11-26 01:00:00,0.04
1900-11-26 02:00:00,0.12
1900-11-26 03:00:00,0.03
1900-11-26 04:00:00,0.03
1900-11-26 05:00:00,0.01
1900-11-26 06:00:00,0.07
1900-12-01 01:00:00,0
1900-12-04 04:00:00,0.01
1900-12-04 05:00:00,0
1900-12-04 06:00:00,0.01
1900-12-04 07:00:00,0.02
1900-12-04 08:00:00,0
1900-12-04 09:00:00,0.2
1900-12-04 10:00:00,0.06
1900-12-04 11:00:00,0.01
1900-12-04 12:00:00,0.01
1900-12-04 13:00:00,0.63
1900-12-04 14:00:00,0
1900-12-04 16:00:00,0.09
1900-12-04 17:00:00,0.04
1900-12-04 18:00:00,0.03
1900-12-11 14:00:00,0.14
1900-12-11 15:00:00,0.04
1900-12-21 14:00:00,0.08
1900-12-21 15:00:00,0.03
1900-12-21 16:00:00,0.01
1900-12-21 17:00:00,0.04
1900-12-23 18:00:00,0
1900-12-24 00:00:00,0.01
1900-12-24 04:00:00,0.16
1900-12-28 08:00:00,0.04
1900-12-28 09:00:00,0.05
1900-12-28 10:00:00,0.03
1900-12-28 12:00:00,0
1900-12-30 19:00:00,0.01
1900-12-30 20:00:00,0.06
1900-12-30 21:00:00,0.03
1900-12-30 22:00:00,0.07
1900-12-30 23:00:00,0.06
1900-12-31 00:00:00,0.17
1900-12-31 01:00:00,0.01
1900-12-31 02:00:00,0.09
1900-12-31 03:00:00,0.11
1900-12-31 04:00:00,0.02
1900-12-31 05:00:00,0
1900-12-31 09:00:00,0
1900-12-31 10:00:00,0.01
1900-12-31 11:00:00,0
1901-01-01 01:00:00,0
1901-01-10 12:00:00,0.01
1901-01-10 13:00:00,0.01
1901-01-10 14:00:00,0.01
1901-01-10 15:00:00,0.01
1901-01-10 16:00:00,0.01
1901-01-10 17:00:00,0.06
1901-01-10 18:00:00,0.02
1901-01-10 19:00:00,0.01
1901-01-10 20:00:00,0.01
1901-01-11 07:00:00,0.04
1901-01-11 08:00:00,0.02
1901-01-11 09:00:00,0
1901-01-11 10:00:00,0.12
1901-01-11 11:00:00,0.08
1901-01-11 12:00:00,0
1901-01-11 13:00:00,0.17
1901-01-11 14:00:00,0.02
1901-01-11 15:00:00,0.01
1901-01-11 16:00:00,0.02
1901-01-11 17:00:00,0.03
1901-01-11 18:00:00,0.04
1901-01-11 19:00:00,0.02
1901-01-11 20:00:00,0.01
1901-01-11 21:00:00,0.05
1901-01-11 22:00:00,0.04
1901-01-11 23:00:00,0
1901-01-12 00:00:00,0.2
1901-01-12 01:00:00,0.07
1901-01-12 02:00:00,0.03
1901-01-12 03:00:00,0.08
1901-01-12 04:00:00,0.13
1901-01-12 05:00:00,0.15
1901-01-12 06:00:00,0.02
1901-01-12 07:00:00,0.01
1901-01-14 23:00:00,0.01
1901-01-15 00:00:00,0.26
1901-01-15 01:00:00,0.14
1901-01-15 02:00:00,0.02
1901-01-17 17:00:00,0.01
1901-01-17 18:00:00,0.1
1901-01-17 19:00:00,0.03
1901-01-21 21:00:00,0
1901-01-24 21:00:00,0.06
1901-01-24 22:00:00,0.02
1901-01-24 23:00:00,0.11
1901-01-25 00:00:00,0.05
1901-01-25 01:00:00,0.02
1901-01-25 02:00:00,0.01
1901-01-25 03:00:00,0.01
1901-01-25 04:00:00,0.03
1901-01-25 05:00:00,0.1
1901-01-25 06:00:00,0.43
1901-01-25 07:00:00,0.1
1901-01-25 08:00:00,0.01
1901-01-25 09:00:00,0.31
1901-01-25 10:00:00,0.02
1901-01-25 11:00:00,0.02
1901-01-25 13:00:00,0.03
1901-01-25 14:00:00,0.11
1901-01-25 15:00:00,0.06
1901-01-28 08:00:00,0.1
1901-01-28 13:00:00,0
1901-01-30 09:00:00,0.02
1901-01-30 10:00:00,0.02
1901-01-30 11:00:00,0
1901-01-30 12:00:00,0.03
1901-01-30 13:00:00,0
1901-01-30 14:00:00,0.01
1901-01-30 15:00:00,0.3
1901-01-30 16:00:00,0.03
1901-01-30 17:00:00,0
1901-01-30 18:00:00,0.01
1901-01-30 19:00:00,0.01
1901-02-01 01:00:00,0.03
1901-02-03 18:00:00,0.01
1901-02-03 19:00:00,0.02
1901-02-03 20:00:00,0.01
1901-02-03 21:00:00,0
1901-02-03 22:00:00,0.48
1901-02-03 23:00:00,0.01
1901-02-04 00:00:00,0.02
1901-02-04 01:00:00,0.03
1901-02-04 02:00:00,0
1901-02-04 03:00:00,0.03
1901-02-04 04:00:00,0.01
1901-02-04 06:00:00,0.02
1901-02-04 10:00:00,0.16
1901-02-09 08:00:00,0
1901-02-09 09:00:00,0.03
1901-02-09 10:00:00,0.09
1901-02-09 11:00:00,0.12
1901-02-09 12:00:00,0
1901-02-09 13:00:00,0.02
1901-02-22 17:00:00,0.23
1901-03-01 01:00:00,0.02
1901-03-02 10:00:00,0.14
1901-03-04 17:00:00,0.01
1901-03-04 18:00:00,0.13
1901-03-05 00:00:00,0.09
1901-03-05 01:00:00,0.05
1901-03-09 08:00:00,0.01
1901-03-09 09:00:00,0.07
1901-03-09 10:00:00,0
1901-03-09 11:00:00,0.01
1901-03-09 12:00:00,0.03
1901-03-09 13:00:00,0.12
1901-03-09 17:00:00,0.01
1901-03-09 18:00:00,0
1901-03-09 19:00:00,0.04
1901-03-10 20:00:00,0.02
1901-03-10 22:00:00,0.01
1901-03-10 23:00:00,0.02
1901-03-11 00:00:00,0
1901-03-11 01:00:00,0
1901-03-11 02:00:00,0.05
1901-03-11 03:00:00,0
1901-03-11 04:00:00,0
1901-03-11 05:00:00,0.25
1901-03-11 06:00:00,0.17
1901-03-11 09:00:00,0.01
1901-03-11 17:00:00,0.08
1901-03-14 22:00:00,0
1901-03-14 23:00:00,0.03
1901-03-15 19:00:00,0.01
1901-03-15 22:00:00,0.01
1901-03-16 01:00:00,0.04
1901-03-16 04:00:00,0.09
1901-03-20 17:00:00,0.01
1901-03-20 22:00:00,0.01
1901-03-20 23:00:00,0
1901-03-21 00:00:00,0.12
1901-03-21 01:00:00,0
1901-03-21 02:00:00,0.08
1901-03-21 03:00:00,0
1901-03-21 04:00:00,0.05
1901-03-21 05:00:00,0.02
1901-03-21 06:00:00,0.03
1901-03-21 07:00:00,0.01
1901-03-21 08:00:00,0
1901-03-21 09:00:00,0.04
1901-03-23 02:00:00,0.07
1901-03-23 04:00:00,0.04
1901-03-23 05:00:00,0.01
1901-03-23 06:00:00,0
1901-03-23 11:00:00,0
1901-03-23 12:00:00,0.01
1901-03-24 05:00:00,0.01
1901-03-25 18:00:00,0
1901-03-25 19:00:00,0.04
1901-03-25 20:00:00,0.01
1901-03-25 21:00:00,0.04
1901-03-25 23:00:00,0.04
1901-03-26 01:00:00,0.06
1901-03-26 13:00:00,0.2
1901-03-26 14:00:00,0.02
1901-03-26 15:00:00,0.14
1901-03-26 20:00:00,0.01
1901-03-26 21:00:00,0.07
1901-03-26 22:00:00,0.13
1901-04-01 01:00:00,0.04
1901-04-02 22:00:00,0.15
1901-04-03 00:00:00,0.01
1901-04-03 01:00:00,0.03
1901-04-03 02:00:00,0.01
1901-04-03 03:00:00,0.01
1901-04-03 04:00:00,0.05
1901-04-03 05:00:00,0.02
1901-04-03 06:00:00,0.01
1901-04-03 07:00:00,0.02
1901-04-03 08:00:00,0
1901-04-03 09:00:00,0.01
1901-04-03 10:00:00,0.12
1901-04-03 11:00:00,0.01
1901-04-03 12:00:00,0.03
1901-04-03 18:00:00,0.09
1901-04-03 19:00:00,0.01
1901-04-03 20:00:00,0.07
1901-04-03 21:00:00,0.05
1901-04-03 22:00:00,0
1901-04-03 23:00:00,0.02
1901-04-04 00:00:00,1.56
1901-04-04 01:00:00,0.06
1901-04-04 02:00:00,0.04
1901-04-04 04:00:00,0.1
1901-04-04 05:00:00,0.05
1901-04-04 06:00:00,0.03
1901-04-06 05:00:00,0
1901-04-06 06:00:00,0.01
1901-04-06 07:00:00,0
1901-04-06 11:00:00,0.04
1901-04-06 13:00:00,0.1
1901-04-06 14:00:00,0.01
1901-04-06 15:00:00,0
1901-04-06 16:00:00,0.02
1901-04-06 17:00:00,0.01
1901-04-06 18:00:00,0.02
1901-04-14 15:00:00,0.01
1901-04-15 04:00:00,0.24
1901-04-15 05:00:00,0.04
1901-04-15 06:00:00,0.01
1901-04-15 15:00:00,0.01
1901-04-15 16:00:00,0.06
1901-04-15 17:00:00,0.03
1901-04-15 21:00:00,0.06
1901-04-15 22:00:00,0
1901-04-15 23:00:00,0.01
1901-04-16 00:00:00,0.1
1901-04-19 19:00:00,0.02
1901-04-19 20:00:00,0
1901-04-19 21:00:00,0.05
1901-04-19 22:00:00,0.13
1901-04-19 23:00:00,0.01
1901-04-20 08:00:00,0.01
1901-04-20 09:00:00,0.14
1901-04-20 10:00:00,0.03
1901-04-20 12:00:00,0.08
1901-04-20 13:00:00,0
1901-04-20 14:00:00,0.8
1901-04-20 15:00:00,0.13
1901-04-20 16:00:00,0.02
1901-04-20 17:00:00,0.05
1901-04-20 18:00:00,0.05
1901-04-20 19:00:00,0.02
1901-04-20 20:00:00,0.02
1901-04-20 21:00:00,0
1901-04-20 22:00:00,0.02
1901-04-21 00:00:00,0.01
1901-04-21 01:00:00,0
1901-04-21 02:00:00,0.31
1901-04-21 03:00:00,0
1901-04-21 04:00:00,0.02
1901-04-21 05:00:00,0
1901-04-21 18:00:00,0.03
1901-04-24 01:00:00,0.01
1901-04-24 03:00:00,0.08
1901-04-24 04:00:00,1.07
1901-04-24 06:00:00,0.02
1901-04-24 07:00:00,0.07
1901-04-24 08:00:00,0
1901-04-24 09:00:00,0.03
1901-04-24 10:00:00,0.1
1901-04-24 11:00:00,0.01
1901-04-24 12:00:00,0.05
1901-04-24 13:00:00,0
1901-04-24 14:00:00,0.05
1901-04-24 15:00:00,0.06
1901-04-24 16:00:00,0.01
1901-04-24 17:00:00,0.06
1901-04-24 20:00:00,0.1
1901-04-24 23:00:00,0.34
1901-04-25 00:00:00,0
1901-04-25 01:00:00,0
1901-04-25 02:00:00,0.02
1901-04-25 03:00:00,0.15
1901-04-25 10:00:00,0
1901-04-25 11:00:00,0.11
1901-04-25 12:00:00,0.09
1901-04-25 13:00:00,0.04
1901-04-25 14:00:00,0.01
1901-04-25 21:00:00,0.01
1901-05-01 01:00:00,0.02
1901-05-01 08:00:00,0.01
1901-05-03 00:00:00,0
1901-05-03 01:00:00,0
1901-05-03 02:00:00,0.01
1901-05-09 04:00:00,0.01
1901-05-09 05:00:00,0.01
1901-05-09 06:00:00,0.01
1901-05-09 07:00:00,0.05
1901-05-09 08:00:00,0.33
1901-05-09 10:00:00,0.17
1901-05-10 02:00:00,0.03
1901-05-10 03:00:00,0.01
1901-05-10 04:00:00,0.02
1901-05-10 07:00:00,0.02
1901-05-10 11:00:00,0.01
1901-05-10 12:00:00,0.06
1901-05-10 13:00:00,0.03
1901-05-10 14:00:00,0.07
1901-05-10 15:00:00,0.01
1901-05-10 16:00:00,0
1901-05-10 17:00:00,0.01
1901-05-10 18:00:00,0.11
1901-05-11 01:00:00,0.06
1901-05-11 08:00:00,0.03
1901-05-11 15:00:00,0
1901-05-11 20:00:00,0.01
1901-05-11 21:00:00,0.02
1901-05-13 02:00:00,0.03
1901-05-13 03:00:00,0.39
1901-05-13 04:00:00,0.01
1901-05-18 04:00:00,0.01
1901-05-18 05:00:00,0.05
1901-05-18 06:00:00,0.07
1901-05-18 18:00:00,0.02
1901-05-18 19:00:00,0.02
1901-05-22 19:00:00,0.02
1901-05-22 20:00:00,0.01
1901-05-22 21:00:00,0.1
1901-05-24 22:00:00,0.03
1901-05-24 23:00:00,0.01
1901-05-25 00:00:00,0.02
1901-05-25 01:00:00,0.07
1901-05-25 02:00:00,0.08
1901-05-25 16:00:00,0
1901-05-25 17:00:00,0.03
1901-05-26 02:00:00,0.03
1901-05-26 03:00:00,0.01
1901-05-26 04:00:00,0.38
1901-05-26 14:00:00,0.01
1901-05-26 16:00:00,0.01
1901-05-26 17:00:00,0
1901-05-26 18:00:00,0.25
1901-05-26 19:00:00,0.02
1901-05-26 22:00:00,0.02
1901-05-27 03:00:00,0
1901-05-27 04:00:00,0.01
1901-05-27 12:00:00,0.05
1901-05-27 13:00:00,0.03
1901-05-27 14:00:00,0.01
